Source_Followings	Source_Followers	Sink_Followers	Common_Followings	Distance	Real
286	592	1	0	4.0	-1
57	8	14	0	1.0	1
13	471	16	0	1.0	1
1	1	42	0	1.0	1
966	32	3	0	1.0	1
33	86	8	0	3.0	-1
4489	133	5	0	1.0	1
29	25	1035	5	1.0	1
322	28	1541	4	1.0	1
317	124	486	0	1.0	1
189	98	54	20	1.0	1
58	14	4	0	3.0	-1
199	28	2	0	3.0	-1
196	64	2	0	3.0	-1
135	59	5	12	1.0	1
470	452	2	0	3.0	-1
168	17	31	0	1.0	1
4431	59	1	0	3.0	-1
1227	138	12	0	2.0	-1
160	19	121	20	1.0	1
852	318	2	0	1.0	1
6086	153	1	0	3.0	-1
106	39	1	0	3.0	-1
330	45	1	0	3.0	-1
200	86	1	0	3.0	-1
173	17	3	0	3.0	-1
27	3	1	0	5.0	-1
203	21	256	11	1.0	1
4638	384	3	0	1.0	1
63	29	14	0	3.0	-1
3	121	108	0	1.0	1
99	35	2	0	3.0	-1
666	75	1413	23	1.0	1
74	11	11	0	1.0	1
1195	9	9	0	1.0	1
209	25	1	0	2.0	-1
250	22	1	0	4.0	-1
73	2	1	0	1.0	1
443	100	2	0	2.0	-1
162	64	1	0	3.0	-1
299	69	16	0	1.0	1
18	3	30	10	1.0	1
6	4	42	0	1.0	1
98	86	37	0	1.0	1
187	30	3	0	1.0	1
315	102	3	0	3.0	-1
114	20	217	13	1.0	1
1614	125	3	0	1.0	1
17	87	6	0	1.0	1
11	3	1	0	4.0	-1
40	9	7	0	1.0	1
35	11	1	0	3.0	-1
100	9	3	0	1.0	1
3968	283	33	0	2.0	-1
92	8	1	0	3.0	-1
72	7	90	0	1.0	1
24	24	11	0	3.0	-1
127	16	48	0	1.0	1
48	20	1	0	4.0	-1
72	51	38	0	1.0	1
198	9	135	2	1.0	1
23110	311	35	0	1.0	1
1097	154	2	0	3.0	-1
449	89	141	0	1.0	1
99	24	41	0	1.0	1
17	91	2	0	1.0	1
215	16	602	26	1.0	1
833	239	85	0	1.0	1
48	20	1	0	1.0	1
397	161	26	0	1.0	1
1404	110	2	0	2.0	-1
41	4	1	0	3.0	-1
95	1	1	0	2.0	-1
1817	88	2	0	3.0	-1
6897	505	3	0	2.0	-1
87	7	4	0	1.0	1
669	89	169	37	1.0	1
679	11	5	0	1.0	1
381	189	24	0	1.0	1
113	28	1	0	3.0	-1
87	5	19	0	1.0	1
75	21	65	5	1.0	1
100	21	3	0	3.0	-1
2432	94	1	0	3.0	-1
179	33	4	0	3.0	-1
596	58	67	55	1.0	1
279	45	12	0	1.0	1
55	75	1	0	1.0	1
2302	118	1	0	3.0	-1
112	18	177	0	1.0	1
114	15	1	0	3.0	-1
3	1	44	0	1.0	1
98	8	2	0	1.0	1
78791	1608	1	0	2.0	-1
219	114	224	70	1.0	1
46	11	528	4	1.0	1
292	54	115	0	1.0	1
159	34	2	0	1.0	1
861	148	1	0	3.0	-1
889	57	1	0	2.0	-1
34	7	263	5	1.0	1
18915	1036	6	0	1.0	1
179	24	2	0	3.0	-1
393	288	1	0	3.0	-1
0	309	6	0	2000.0	-1
276	25	57	0	1.0	1
39	16	1	0	4.0	-1
2347	85	1	0	3.0	-1
81	2	2	0	3.0	-1
231	20	2	0	4.0	-1
61749	2090	168	0	1.0	1
17513	523	1	0	3.0	-1
75	16	1	0	2.0	-1
408	71	594	100	1.0	1
217	26	2	0	3.0	-1
3	10	1	0	4.0	-1
251	274	248	51	1.0	1
1634	180	823	35	1.0	1
97	5	5	0	3.0	-1
363	26	126	0	1.0	1
39	16	3	0	4.0	-1
36	384	77	12	1.0	1
78	9	429	0	1.0	1
55	3	6	0	3.0	-1
39	8	1	0	4.0	-1
24	10	1	0	4.0	-1
13	7	29	0	1.0	1
17513	523	84	0	1.0	1
5	1	1	0	1.0	1
770	113	1	0	3.0	-1
533	138	1	0	3.0	-1
31	6	2	0	4.0	-1
103	52	54	20	1.0	1
47	3	1	0	1.0	1
45	2	24	0	1.0	1
330	61	54	0	1.0	1
150	136	3	0	1.0	1
400	84	113	0	1.0	1
57	11	15	0	1.0	1
95	8	2	0	1.0	1
912	16	36	0	1.0	1
576	183	1	0	3.0	-1
90	31	95	1	1.0	1
3655	261	1	0	3.0	-1
123	28	145	23	1.0	1
176	34	1	0	2.0	-1
154	69	15	0	1.0	1
60	19	3	0	4.0	-1
10	1	29	0	1.0	1
25	14	16	14	1.0	1
93	6	7	0	1.0	1
3150	177	1197	1029	1.0	1
10	41	209	0	1.0	1
760	50	1	0	2.0	-1
168	48	1	0	4.0	-1
8	11	34	0	2000.0	-1
438	29	43	0	1.0	1
59	15	16	0	1.0	1
57	4	31	7	1.0	1
84	7	2	0	3.0	-1
3	1	44	0	1.0	1
1	1	1	0	2000.0	-1
127	33	2	0	1.0	1
23	3	1	0	2000.0	-1
272	68	1	0	1.0	1
114	89	2	0	3.0	-1
444	59	5	0	3.0	-1
305	7	1	0	4.0	-1
311	7	272	66	1.0	1
113	63	274	39	1.0	1
23	4	2	0	3.0	-1
540	153	1	0	2.0	-1
2	2	1	0	4.0	-1
232	9	20	0	1.0	1
43	3	3	0	4.0	-1
8153	237	1	0	3.0	-1
455	56	2	0	3.0	-1
98	43	75	0	1.0	1
182	5	23	0	1.0	1
1993	178	1	0	3.0	-1
1162	50	2	0	3.0	-1
2	1	1	0	4.0	-1
123	16	2	0	3.0	-1
967	930	2	0	3.0	-1
98	43	1	0	3.0	-1
247	28	1	0	3.0	-1
49	11	1	0	1.0	1
153	63	2	0	3.0	-1
214	37	10	0	1.0	1
463	16	1	0	3.0	-1
11	6	2	0	4.0	-1
97	5	1	0	4.0	-1
466	58	1	0	4.0	-1
122	55	9	0	1.0	1
1548	152	44	0	2.0	-1
268	112	378	0	1.0	1
84	48	2	0	3.0	-1
267	23	4	0	1.0	1
3797	92	18	0	3.0	-1
342	69	2	0	3.0	-1
697	74	565	39	1.0	1
252	11	1	0	4.0	-1
998	50	64	0	1.0	1
702	183	59	0	1.0	1
31	1	1	0	1.0	1
211	3	1	0	4.0	-1
68892	991	7	0	2.0	-1
101	30	2	0	3.0	-1
1195	156	327	72	1.0	1
460	52	314	0	1.0	1
165	27	1	0	3.0	-1
651	75	1	0	3.0	-1
488	70	1	0	3.0	-1
382	25	13	0	1.0	1
5	3	1	0	4.0	-1
80	11	2	0	3.0	-1
106	13	37	0	4.0	-1
98	9	1	0	3.0	-1
409	21	1	0	3.0	-1
242	94	1	0	3.0	-1
68	63	1	0	3.0	-1
16	9	1	0	3.0	-1
1992	163	2	0	1.0	1
10233	649	1	0	3.0	-1
147	52	1193	20	1.0	1
37	29	96	7	1.0	1
99	8	1743	3	1.0	1
1451	245	1	0	3.0	-1
335	13	2	0	1.0	1
197	95	1	0	3.0	-1
1	1	1	0	1.0	1
1753	253	10	0	1.0	1
155	2	169	1	1.0	1
56	23	2	0	1.0	1
39	1	2	0	4.0	-1
492	81	2	0	1.0	1
1	4	1	0	1.0	1
43	2	4	0	3.0	-1
203	69	1	0	3.0	-1
2806	69	1	0	3.0	-1
381	41	1	0	3.0	-1
9	1	1	0	2000.0	-1
121	13	59	0	3.0	-1
4	1	1	0	4.0	-1
95	8	2	0	1.0	1
673	76	37	0	1.0	1
61	16	2239	9	1.0	1
179	11	2	0	3.0	-1
17	70	3	0	3.0	-1
16349	456	210	0	1.0	1
0	11	1	0	2000.0	-1
1191	67	1	0	2.0	-1
23	12	2	0	4.0	-1
73	7	26	0	1.0	1
493	29	19	0	1.0	1
160	22	67	21	1.0	1
2237	316	53	0	1.0	1
11	135	1820	6	1.0	1
403	20	1	0	3.0	-1
105	21	1	0	4.0	-1
72	325	543	1	1.0	1
1165	114	11	0	1.0	1
957	63	1	0	3.0	-1
49	7	3	0	3.0	-1
14	1	1	0	1.0	1
282	49	1	0	3.0	-1
767	274	106	78	1.0	1
7394	757	3	0	2.0	-1
3655	89	28	0	2.0	-1
16	1	1	0	5.0	-1
26740	340	18	0	1.0	1
963	17	6	0	2.0	-1
500	58	1	0	3.0	-1
64	10	2	0	1.0	1
47	21	2	0	3.0	-1
60	4	1	0	1.0	1
1207	197	79	0	1.0	1
154	18	1	0	3.0	-1
815	110	31	0	1.0	1
166	32	1	0	3.0	-1
79	17	1381	0	1.0	1
10697	600	102	0	1.0	1
470	71	369	0	1.0	1
4404	82	9	0	1.0	1
48	15	47	0	3.0	-1
128	10	1	0	3.0	-1
319	72	25	0	1.0	1
10	5	17	0	1.0	1
24613	704	1	0	3.0	-1
1	5	614	0	1.0	1
108	36	6	0	3.0	-1
272	68	2	0	3.0	-1
44	16	41	0	3.0	-1
43	159	2452	6	1.0	1
139	89	38	43	1.0	1
287	50	21	0	1.0	1
52	8	1	0	3.0	-1
58	7	19	0	1.0	1
920	101	3	0	3.0	-1
28	74	2	0	4.0	-1
731	94	8	0	1.0	1
1235	66	4	0	3.0	-1
37	2	6	0	1.0	1
693	44	5	0	3.0	-1
459	23	1	0	4.0	-1
20	1	15	0	1.0	1
519	179	1	0	3.0	-1
7	2	1	0	4.0	-1
123	16	1	0	1.0	1
82	6	6	0	1.0	1
253	40	23	0	1.0	1
35	7	1103	3	1.0	1
0	11	1	0	2000.0	-1
501	71	1	0	2.0	-1
486	340	1	0	4.0	-1
59	15	19	13	1.0	1
2900	202	2	0	3.0	-1
0	5	11	0	2000.0	-1
1973	70	13	0	1.0	1
590	44	3	0	3.0	-1
187	21	421	17	1.0	1
152	100	860	2	1.0	1
1133	93	151	0	1.0	1
891	68	67	48	1.0	1
5	1	2	0	1.0	1
1493	6	1	0	4.0	-1
1390	39	20	1	3.0	-1
1550	68	11	0	1.0	1
2264	118	78	0	1.0	1
83	30	9	0	3.0	-1
263	45	1	0	3.0	-1
38	12	1	0	1.0	1
5	20	8	0	1.0	1
458	57	21	0	1.0	1
115	131	3	0	3.0	-1
10233	649	1	0	3.0	-1
309	20	53	0	1.0	1
107	37	82	22	1.0	1
44	59	1	0	3.0	-1
357	73	5	0	1.0	1
82	3	1	0	1.0	1
336	840	2	0	4.0	-1
45	10	68	15	1.0	1
13	471	77	0	1.0	1
372	143	110	0	1.0	1
1911	208	4	0	1.0	1
43	8	2	0	3.0	-1
16	9	6	0	1.0	1
2000	76	4	0	2.0	-1
318	143	28	4	1.0	1
204	17	7	0	1.0	1
2053	393	3	0	2.0	-1
152	35	14	0	1.0	1
19	3	2	0	3.0	-1
39	11	7	0	1.0	1
115	15	2	0	3.0	-1
235	11	1	0	4.0	-1
1	92	2914	0	1.0	1
296	8	14	0	1.0	1
266	69	1	0	3.0	-1
154	35	2	0	3.0	-1
63	7	8	0	1.0	1
436	118	1	0	3.0	-1
99	7	463	1	1.0	1
118	20	38	0	1.0	1
90	54	1	0	4.0	-1
18	17	468	3	1.0	1
291	8	1	0	4.0	-1
5	1	1	0	4.0	-1
240	42	20	0	1.0	1
43	18	1	0	5.0	-1
173	46	5	0	3.0	-1
8142	660	18	0	2.0	-1
591	87	2	0	3.0	-1
79	52	365	16	1.0	1
1206	210	1	0	3.0	-1
128	43	1	0	3.0	-1
1335	346	5	0	1.0	1
219	183	22	0	1.0	1
229	23	45	0	1.0	1
351	55	1	0	4.0	-1
171	6	64	0	1.0	1
68	3	12	0	1.0	1
2673	167	11	0	1.0	1
232	81	2	0	3.0	-1
25	5	1	0	5.0	-1
715	8	26	0	1.0	1
28	17	1	0	4.0	-1
29	37	3	0	2.0	-1
150	15	1	0	4.0	-1
179	63	68	0	1.0	1
1210	98	2	0	3.0	-1
601	108	3	0	3.0	-1
114	172	1	0	3.0	-1
465	102	67	0	1.0	1
501	71	113	0	1.0	1
1772	130	35	0	1.0	1
73	102	237	32	1.0	1
30	6	1	0	5.0	-1
511	51	2	0	3.0	-1
74	47	1	0	5.0	-1
173	32	19	0	3.0	-1
122	438	1	0	3.0	-1
302	54	20	0	1.0	1
340	24	21	0	1.0	1
42	67	66	12	1.0	1
18	17	1	0	4.0	-1
293	78	3	0	1.0	1
70	6	1	0	5.0	-1
264	39	36	0	1.0	1
89	21	1	0	3.0	-1
230	80	1	0	3.0	-1
702	34	2	0	3.0	-1
96437	1590	20	0	1.0	1
1	12	3	0	5.0	-1
17	8	1	0	1.0	1
1423	76	148	0	1.0	1
354	120	1	0	3.0	-1
280	38	4	0	3.0	-1
2027	510	1	0	4.0	-1
755	57	2	0	3.0	-1
912	27	14	0	1.0	1
98	22	1	0	4.0	-1
3306	665	1	0	2.0	-1
1369	120	16	0	1.0	1
13	11	213	6	1.0	1
4	2	1	0	4.0	-1
7	1	567	0	1.0	1
21	4	67	0	1.0	1
101	45	59	0	3.0	-1
2699	151	21	0	1.0	1
835	44	38	0	1.0	1
50	29	2	0	3.0	-1
378	227	50	0	2.0	-1
10	13	5	0	1.0	1
52	5	1	0	4.0	-1
49	11	2	0	3.0	-1
81	20	1	0	3.0	-1
5	2	12	0	4.0	-1
154	18	1	0	4.0	-1
98	8	3	0	1.0	1
4	4	5	0	3.0	-1
23	3	6	0	1.0	1
59	9	4	0	3.0	-1
7	6	1	0	4.0	-1
928	18	1	0	3.0	-1
98	111	1252	23	1.0	1
1110	146	1	0	3.0	-1
133	66	1	0	3.0	-1
13	15	2	0	3.0	-1
46	32	15	0	4.0	-1
149	46	517	37	1.0	1
537	16	4	0	3.0	-1
138	18	1	0	4.0	-1
444	466	1	0	3.0	-1
1011	129	9	0	1.0	1
551	145	1	0	4.0	-1
6	768	10	3	1.0	1
165	59	1	0	3.0	-1
547	46	6	0	1.0	1
50	6	2	0	4.0	-1
77	2	1	0	1.0	1
187	5	1	0	2.0	-1
62	44	2	0	3.0	-1
98	91	1	0	3.0	-1
82	43	1	0	3.0	-1
414	51	1	0	1.0	1
86	12	16	0	3.0	-1
197	136	16	0	1.0	1
1991	344	95	0	1.0	1
1515	185	2	0	1.0	1
928	18	1	0	1.0	1
2838	76	1	0	3.0	-1
576	45	111	0	1.0	1
907	280	18	0	1.0	1
263	103	1	0	3.0	-1
628	23	1	0	4.0	-1
171	5	2	0	1.0	1
333	16	1	0	4.0	-1
130	71	1	0	3.0	-1
338	36	1	0	3.0	-1
62	80	1	0	4.0	-1
22	15	1	0	3.0	-1
281	104	155	0	1.0	1
70	34	59	25	1.0	1
16971	930	1	0	3.0	-1
1743	306	1	0	1.0	1
68	17	2	0	3.0	-1
205	64	1	0	3.0	-1
229	29	1	0	3.0	-1
2	38	14	0	1.0	1
828	97	15	0	1.0	1
538	96	1	0	1.0	1
68	117	694	28	1.0	1
14	22	13	0	3.0	-1
27	18	11	0	3.0	-1
1019	95	1145	0	1.0	1
256	18	17	0	3.0	-1
14747	367	58	0	1.0	1
294	48	1	0	3.0	-1
79	15	533	22	1.0	1
225	38	4	0	3.0	-1
4328	60	14	0	1.0	1
55	25	1	0	3.0	-1
123	29	1	0	4.0	-1
14	23	137	0	1.0	1
185	53	1345	26	1.0	1
220	36	3	0	3.0	-1
3	5	7	0	3.0	-1
122	29	1	0	1.0	1
223	21	54	0	1.0	1
305	100	1413	46	1.0	1
135	80	5	0	1.0	1
1	2	8	0	2000.0	-1
69	15	2	0	4.0	-1
8177	21	1	0	1.0	1
31	12	191	0	1.0	1
95	12	1	0	2.0	-1
1148	79	1	0	2.0	-1
441	92	18	0	1.0	1
271	58	26	0	1.0	1
88	82	1	0	3.0	-1
44	9	1	0	1.0	1
63	29	1	0	4.0	-1
6	11	8	0	4.0	-1
1624	328	2	0	3.0	-1
155	18	41	0	1.0	1
22	14	2	0	2.0	-1
4	2	1	0	4.0	-1
359	188	1	0	3.0	-1
7	1	3	0	1.0	1
309	81	2	0	3.0	-1
1310	132	9	0	1.0	1
217	29	1	0	2.0	-1
113	9	2	0	1.0	1
1072	110	1	0	3.0	-1
17	5	1	0	4.0	-1
35	4	2	1	1.0	1
847	86	8	0	1.0	1
333	38	14	0	1.0	1
484	44	1	0	3.0	-1
3948	82	3	0	1.0	1
11	2	2358	2	1.0	1
11	3	1	0	4.0	-1
25550	1681	442	1414	1.0	1
430	22	1	0	3.0	-1
42	2	9	0	3.0	-1
452	138	1	0	3.0	-1
251	116	39	0	3.0	-1
289	83	1	0	3.0	-1
1496	242	38	0	1.0	1
69	62	1	0	3.0	-1
241	31	2	0	2.0	-1
353	56	1	0	3.0	-1
37	96	210	7	1.0	1
0	25	1	0	2000.0	-1
8	3	94	2	1.0	1
35	1	14	0	3.0	-1
64	11	2	0	3.0	-1
369	37	2	0	3.0	-1
3830	127	4	0	1.0	1
1761	277	893	0	1.0	1
89	9	3	0	1.0	1
178	42	1	0	3.0	-1
124	43	22	0	1.0	1
0	161	2	0	2000.0	-1
84	15	4	0	1.0	1
542	187	6	0	3.0	-1
17	6	247	3	1.0	1
380	120	951	19	1.0	1
96	4	6	0	4.0	-1
151	37	1	0	3.0	-1
524	77	325	0	1.0	1
366	173	150	74	1.0	1
25	7	215	5	1.0	1
63	10	2	0	3.0	-1
737	69	33	0	2.0	-1
6442	649	29	0	1.0	1
85916	4637	17	0	1.0	1
154	11	36	0	1.0	1
64	485	2	0	3.0	-1
59	13	1	0	3.0	-1
80	7	2	0	3.0	-1
309	18	1	0	1.0	1
181	173	6	0	3.0	-1
242	17	4	0	1.0	1
69	19	1	0	4.0	-1
55	79	350	0	1.0	1
12	4	3	0	3.0	-1
267	23	34	0	1.0	1
158	47	1	0	1.0	1
156	53	47	0	1.0	1
111	37	67	1	1.0	1
388	190	1177	65	1.0	1
216	134	3	0	3.0	-1
471	14	9	0	1.0	1
527	74	15	0	2.0	-1
1180	51	64	0	1.0	1
224	52	5	0	1.0	1
12	12	1	0	4.0	-1
80	17	1	0	3.0	-1
40	45	96	4	1.0	1
1	131	63	0	1.0	1
57	26	2	0	3.0	-1
53	27	3	0	3.0	-1
26	3	1	0	1.0	1
289	224	360	56	1.0	1
886	101	1	0	3.0	-1
173	12	5	0	1.0	1
43	8	57	8	1.0	1
29	4	1141	2	1.0	1
104	9	25	0	1.0	1
573	53	2	0	2.0	-1
378	33	1	0	4.0	-1
6285	284	1	0	3.0	-1
205	13	1	0	4.0	-1
71	27	142	27	1.0	1
84	7	4	0	1.0	1
181	200	2	0	3.0	-1
23884	799	1	0	3.0	-1
146	5	17	0	1.0	1
78	17	1	0	3.0	-1
26	48	1	0	3.0	-1
1921	63	1	0	3.0	-1
663	124	2	0	3.0	-1
4	2	527	1	1.0	1
8	3	1	0	1.0	1
79	11	7	0	3.0	-1
616	35	157	0	1.0	1
870	777	2	0	3.0	-1
57	17	13	0	3.0	-1
560	168	61	0	1.0	1
27	6	85	10	1.0	1
27	2	12	0	1.0	1
19	2	1	0	1.0	1
133	106	3	0	1.0	1
68	69	1	0	3.0	-1
1284	139	1	0	3.0	-1
32	2	1	0	4.0	-1
24	10	59	0	1.0	1
109	669	25	0	1.0	1
173	2	1	0	4.0	-1
218	17	2098	2	1.0	1
341	21	1	0	3.0	-1
99	37	1	0	3.0	-1
3938	86	1	0	2.0	-1
276	13	2	0	3.0	-1
263	57	159	0	1.0	1
29	93	1	0	4.0	-1
1486	79	228	0	1.0	1
185	15	1	0	3.0	-1
77	45	1605	3	1.0	1
166	19	21	0	1.0	1
3361	367	2	0	1.0	1
33	21	1	0	4.0	-1
2505	83	67	0	1.0	1
23	72	35	4	1.0	1
1522	246	1252	179	1.0	1
13	2	5	0	4.0	-1
5	3	131	2	1.0	1
211	20	357	31	1.0	1
146	7	1	0	3.0	-1
44	6	1795	4	1.0	1
102	9	12	0	3.0	-1
5273	102	1	0	3.0	-1
53	25	2	0	1.0	1
83	28	1	0	3.0	-1
889	57	5	0	1.0	1
454	66	1	0	2.0	-1
79	9	1	0	4.0	-1
7311	395	1	0	3.0	-1
1	9	56	0	1.0	1
453	66	9	0	3.0	-1
154	61	4	0	3.0	-1
0	2	1	0	2000.0	-1
60	8	1	0	4.0	-1
64	11	15	0	1.0	1
1232	25	2	0	1.0	1
281	53	1	0	3.0	-1
540	85	1	0	2.0	-1
3794	25	1	0	1.0	1
269	121	44	0	1.0	1
273	12	1	0	3.0	-1
3571	390	2	0	3.0	-1
641	100	1003	2	1.0	1
2001	139	171	0	1.0	1
839	122	140	0	1.0	1
1989	62	1	0	1.0	1
20	1	136	0	1.0	1
4	3	1	0	4.0	-1
1420	45	1	0	3.0	-1
47	14	2	0	3.0	-1
50	5	2	0	2.0	-1
236	12	14	0	4.0	-1
332	42	1	0	3.0	-1
184	21	122	0	1.0	1
142	18	2	0	3.0	-1
970	99	59	0	1.0	1
37	2	1	0	4.0	-1
174	12	1	0	3.0	-1
422	26	5	0	1.0	1
62	46	22	0	1.0	1
9	21	1	0	2000.0	-1
3	3	5	0	1.0	1
152	12	87	0	1.0	1
11	135	250	6	1.0	1
7	4	221	3	1.0	1
866	79	12	0	1.0	1
605	150	1	0	3.0	-1
1	1	1	0	4.0	-1
613	270	93	0	1.0	1
41	3	3654	0	1.0	1
6	220	1	0	4.0	-1
1026	94	25	0	1.0	1
145	90	1	0	3.0	-1
31	41	1	0	3.0	-1
309	18	2	0	1.0	1
78	25	3	0	3.0	-1
836	159	3	0	3.0	-1
53	6	1	0	4.0	-1
136	2	2921	13	1.0	1
1986	24	1	0	3.0	-1
87	5	118	0	1.0	1
1905	85	1	0	1.0	1
238	147	2	0	3.0	-1
198	54	2	0	3.0	-1
968	21	1	0	3.0	-1
33	10	10	32	1.0	1
29	6	1	0	4.0	-1
118	11	11	0	1.0	1
52	13	253	0	1.0	1
4	79	26	0	1.0	1
105	11	5	0	1.0	1
452	25	4	0	1.0	1
147	313	2	1	1.0	1
95	1	479	0	1.0	1
243	115	277	29	1.0	1
80	17	1	0	3.0	-1
46	56	1	0	4.0	-1
499	42	2	0	3.0	-1
50	4	1	0	3.0	-1
47	15	1	0	3.0	-1
168	29	1045	0	1.0	1
39	19	7	0	1.0	1
134	13	1	0	1.0	1
2	113	7	0	1.0	1
7871	131	30	0	1.0	1
112	47	1	0	3.0	-1
0	9	1	0	2000.0	-1
220	46	14	0	1.0	1
1606	96	4	0	3.0	-1
25	218	6	0	3.0	-1
205	11	1	0	3.0	-1
1667	187	17	17	1.0	1
6	6	43	0	3.0	-1
363	108	2	0	3.0	-1
61390	656	26	0	1.0	1
122	23	254	0	1.0	1
181	111	31	0	1.0	1
56	12	2	0	1.0	1
109	25	3	0	3.0	-1
233	2	46	0	1.0	1
48	33	20	0	1.0	1
360	47	6	0	1.0	1
332	34	1	0	3.0	-1
445	26	1	0	1.0	1
12	4	5	0	1.0	1
460	17	5	0	3.0	-1
1396	289	7	0	1.0	1
255	29	1	0	4.0	-1
64	37	932	20	1.0	1
22	8	7	0	1.0	1
2185	175	527	0	1.0	1
169	32	1	0	1.0	1
1	4	17	0	1.0	1
2	1	2	0	1.0	1
11	7	1	0	4.0	-1
22	26	118	0	1.0	1
442	39	6	0	1.0	1
989	44	6	0	1.0	1
3655	89	1	0	3.0	-1
87	17	1	0	1.0	1
6	4	3	0	2000.0	-1
103	142	1	0	3.0	-1
66	102	18	0	1.0	1
243	29	115	149	1.0	1
228	37	521	19	1.0	1
72	17	832	0	1.0	1
37	5	1	0	1.0	1
621	323	1	0	3.0	-1
105	14	1	0	4.0	-1
50	2	1	0	3.0	-1
225	62	27	0	1.0	1
133	16	14	0	1.0	1
18	1	2	0	1.0	1
1	4	1	0	4.0	-1
198	76	35	0	1.0	1
151	71	2	0	1.0	1
1517	315	220	0	1.0	1
337	76	2	0	3.0	-1
21	2	328	0	1.0	1
24	2	117	6	1.0	1
63	9	165	0	1.0	1
1343	62	3	0	1.0	1
71	14	18	0	1.0	1
1203	27	1	0	3.0	-1
465	14	3	0	3.0	-1
17	772	218	0	1.0	1
884	88	5	0	2.0	-1
538	49	1	0	3.0	-1
13	1	2	0	1.0	1
142	135	1	0	3.0	-1
41	6	1	0	1.0	1
1239	24	110	0	1.0	1
266	82	1	0	3.0	-1
313	8	1	0	4.0	-1
137	709	24	0	1.0	1
13	7	12	0	1.0	1
18	4	73	0	1.0	1
342	31	1	0	2.0	-1
163	12	18	0	1.0	1
200	71	5	0	3.0	-1
2	6	57	0	1.0	1
49	25	1	0	4.0	-1
18	12	1	0	3.0	-1
43	360	113	15	1.0	1
206	14	2	0	3.0	-1
107	37	12	0	1.0	1
55	20	1	0	1.0	1
219	102	27	0	1.0	1
10848	481	1	0	3.0	-1
267	23	1	0	3.0	-1
83	5	1	0	3.0	-1
256	18	2	0	3.0	-1
476	99	1	0	4.0	-1
652	121	16	0	1.0	1
26	16	6	0	1.0	1
209	37	3	0	1.0	1
32	16	5	0	1.0	1
113	7	14	0	3.0	-1
6	1	1	0	5.0	-1
2962	254	51	0	3.0	-1
109	13	2	0	3.0	-1
86	8	1	0	3.0	-1
35	65	1	0	3.0	-1
175	26	68	0	1.0	1
845	75	25	0	1.0	1
90	4	1	0	1.0	1
240	28	903	0	1.0	1
49	4	1	0	4.0	-1
26	23	1	0	4.0	-1
974	36	1	0	3.0	-1
246	57	1	0	3.0	-1
64	2	2	0	1.0	1
3312	145	1	0	2.0	-1
473	55	1	0	3.0	-1
54	16	4	0	1.0	1
2361	248	751	248	1.0	1
128	264	1	0	1.0	1
544	30	1	0	4.0	-1
5210	96	182	0	1.0	1
121	39	625	2	1.0	1
181	66	1	0	3.0	-1
49	3	3	0	3.0	-1
35	12	1	0	4.0	-1
416	222	1	0	3.0	-1
90	71	655	3	1.0	1
724	206	826	0	1.0	1
81	8	53	0	1.0	1
6007	129	83	0	2.0	-1
0	2	1	0	2000.0	-1
63	10	89	0	1.0	1
73	69	38	0	1.0	1
2421	102	3	0	2.0	-1
134	7	1	0	3.0	-1
1	1	27	0	1.0	1
2172	131	1	0	4.0	-1
200	86	147	25	1.0	1
113	14	1	0	3.0	-1
178	57	121	0	1.0	1
2372	55	10	0	1.0	1
107	8	11	0	1.0	1
39	7	4	0	3.0	-1
33	6	92	1	1.0	1
2001	30	3	0	1.0	1
892	19	2	0	3.0	-1
313	33	1	0	3.0	-1
93	7	4	0	3.0	-1
1558	1315	190	0	1.0	1
96	162	13	15	1.0	1
408	251	2	0	3.0	-1
314	164	57	0	1.0	1
306	39	2	0	3.0	-1
1647	11	5	0	1.0	1
60	62	60	15	1.0	1
94	152	10	0	1.0	1
98	5	1881	9	1.0	1
1	5	1	0	5.0	-1
2964	161	1	0	4.0	-1
2886	594	1	0	3.0	-1
54	33	1	0	1.0	1
1122	65	5	0	1.0	1
87	6	3	0	3.0	-1
86	7	10	0	3.0	-1
4	14	6	0	1.0	1
1381	33	2	0	2.0	-1
1944	32	129	0	1.0	1
72	16	13	0	1.0	1
56	7	1	0	4.0	-1
88	29	88	6	1.0	1
282	49	898	0	1.0	1
90	16	2	0	4.0	-1
130	48	196	13	1.0	1
31	6	9	0	1.0	1
812	70	5	0	2.0	-1
193	18	1	0	3.0	-1
68	2	1	0	1.0	1
6	6	212	0	1.0	1
103	22	1	0	3.0	-1
226	21	1	0	1.0	1
1	16	1	0	4.0	-1
164	17	2	0	1.0	1
506	17	7	0	1.0	1
555	12	3	0	1.0	1
1	1	85	0	1.0	1
365	1	1	0	3.0	-1
11	5	41	0	1.0	1
313	36	2	0	3.0	-1
261	131	38	0	1.0	1
306	101	5	0	3.0	-1
697	54	1	0	1.0	1
128	12	3	0	3.0	-1
1227	284	13	0	2.0	-1
257	50	10	0	3.0	-1
153	11	15	5	1.0	1
185	64	1	0	4.0	-1
197	95	8	0	3.0	-1
132	50	178	55	1.0	1
42	4	1752	13	1.0	1
73	65	3	0	1.0	1
1	3	1	0	2000.0	-1
40	23	1	0	1.0	1
578	19	149	0	1.0	1
79	9	2	0	1.0	1
2899	77	1	0	3.0	-1
22096	703	2	0	2.0	-1
2720	98	30	0	1.0	1
83	58	20	0	1.0	1
361	62	1	0	3.0	-1
