Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Distance
3657445	2260498	157	69	23	3.0
2175815	1801775	57	26	2	3.0
2255478	4441968	2000	190	17	2.0
1040877	4028345	478	51	1	3.0
603508	4437438	143	15	11	3.0
374137	4746604	102	53	2	3.0
446533	1198730	2507	243	1	3.0
2260014	1271890	98625	2466	1	2.0
1723291	4681192	444	67	2	3.0
4346789	3088918	152	89	1	4.0
1876416	2054088	62	93	3	4.0
1963389	2063128	955	152	13	3.0
2120089	1903539	252	14	1	3.0
2214048	1538532	67	20	2	4.0
458480	3650986	720	75	3	3.0
1442657	2103690	3189	24	2	3.0
3997113	586527	1233	40	1	3.0
2708157	1864431	49	17	1	4.0
1873797	1505267	153	14	5	3.0
2432100	2157182	630	15	1	3.0
3978787	76804	15	1204	1	3.0
4416308	2014299	41	61	1	4.0
2737233	821213	1579	30	1	3.0
1937293	1064603	16762	434	1	3.0
1379442	1203238	24	2	1	5.0
47168	276400	49	1	1	5.0
1001360	2031071	261	19	1	3.0
3514907	2633404	106	11	1	4.0
1106963	271148	4	60	2	4.0
3000866	4327600	106	12	1	4.0
292977	1537813	40	81	2	3.0
842476	3312059	12479	898	12	3.0
3194921	4803978	60	36	6	3.0
3276532	2205230	413	26	1	4.0
983613	289742	203	19	88	3.0
2865630	1005068	207	136	1	3.0
1528204	4094890	238	75	14	2.0
2057710	1662743	9	21	1	inf
3482548	3259486	8	2	1	5.0
2842108	3359395	256	90	1	3.0
2200780	3231022	73	11	1	3.0
3050903	4204761	90	39	1	4.0
2456220	813683	164	99	3	3.0
2942826	2839580	22	15	1	3.0
4338006	593964	652	63	1	4.0
3339589	190555	70	6	1	4.0
2196369	3020124	98	9	1	3.0
1551227	2842698	1	44	75	inf
3435085	1196574	663	221	1	3.0
4656285	3508583	35429	1446	1	3.0
598215	2848519	1433	31	1	3.0
1098252	901536	596	216	1	4.0
484250	3032583	43	2	8	inf
2637259	2204010	3592	151	1	3.0
164459	1467996	8	2	1	4.0
2981497	1999258	459	23	1	4.0
1295332	71556	677	109	9	2.0
3992454	3679478	43	8	1	3.0
4709297	554500	813	165	1	3.0
4737915	1042706	27	173	1	4.0
3356234	1173736	58	8	3	3.0
4366552	3994429	181	38	4	3.0
1978772	1999360	2	35	1	4.0
502082	4752616	16429	589	1	3.0
3567118	3998437	19	63	1	4.0
2443687	4842005	142	5	1	4.0
4352121	3860775	27	99	5	4.0
4654551	255524	525	94	1	3.0
457504	4360510	4	3	1	inf
418191	2585479	323	64	1	2.0
917806	2465340	432	1	1	3.0
3821944	4468773	33	1	24	3.0
707130	2478615	270	24	1	3.0
1948799	2122073	122	12	1	4.0
970613	3405918	142	137	1	3.0
1203205	3717331	194	32	1	3.0
3988413	1543725	1410	83	3	3.0
4285450	4644603	71	12	2	3.0
4525782	3590791	63	33	1	3.0
4423184	2584441	29809	384	1	3.0
17330	4366034	972	154	1	3.0
649105	1924597	1548	152	44	2.0
3166566	4320030	111	8	2	3.0
366670	1701212	892	185	2	3.0
4137854	168167	412	148	2	3.0
3743325	4055902	452	57	3	3.0
1065630	1833316	1210	98	2	3.0
4771682	3386460	449	52	1	3.0
1604785	3878850	1999	139	1	3.0
4653086	2401380	111	5	4	3.0
488817	968834	283	12	1	3.0
941535	1056355	150	15	1	4.0
3455127	1917393	122	55	4	3.0
3328609	4535223	90	18	1	3.0
2757368	1314836	192	7	1	2.0
1055882	2612733	257	10	1	3.0
3852708	2497066	150	77	3	3.0
4105702	282504	42	2	9	3.0
3595427	1410940	57	5	1	4.0
820259	145610	84	88	1	3.0
716140	1992864	39	16	3	4.0
2614076	660656	71	17	1	3.0
3200905	1547388	86	36	6	3.0
59376	2766079	8	4	1	4.0
1125640	3307627	358	32	1	3.0
1828049	2061660	361	62	1	3.0
3581988	573157	363	77	5	3.0
3122490	5856	65	87	22	3.0
1686099	4250212	281	53	1	3.0
1060010	633213	327	31	1	3.0
3539834	4107893	1854	15	3	2.0
4428701	1778191	141	5	2	4.0
1828366	554860	287	15	1	4.0
1201114	1964368	578	207	20	2.0
3175189	1584921	35	3	1	4.0
3530678	4611264	36	3	1	3.0
3689845	480378	58	5	3	4.0
4759867	503549	80	29	1	4.0
1431053	955407	35	2	1	4.0
3972488	3395732	348	45	1	3.0
704535	4166059	67	34	1	4.0
370123	3887543	7231	110	42	2.0
3028427	3587940	28	2	1	3.0
2826978	524247	955	29	1	2.0
3756073	2931446	594	102	38	3.0
1867361	1707682	108	12	1	3.0
3066330	4199263	2081	97	1	3.0
4772560	160450	126	26	1	4.0
2444107	1944629	17	10	2	4.0
27220	4705356	29	36	1	4.0
4408757	3513046	44	17	2	3.0
2971288	4166219	455	16	2	3.0
3862671	1310251	3	5	2	5.0
2619822	1360635	53	12	1	3.0
2214183	3835603	109	14	2	3.0
3998909	4464122	33	21	1	4.0
2200544	164599	241	32	1	3.0
875021	222620	32	13	1	3.0
3538189	2271061	266	82	1	3.0
1144888	3876103	57	88	1	3.0
79199	3112240	34	7	1	4.0
256817	968983	139	16	3	3.0
1330301	4573585	277	160	1	3.0
4760601	4810949	0	1	1	inf
1726747	3241630	56	30	5	3.0
685003	1911601	88	29	1	3.0
311390	3086620	428	281	1	3.0
2085859	3340133	100	764	12	3.0
1325133	4822969	98	563	1	4.0
4733353	2936071	1693	244	11	2.0
1924900	2696559	28	17	1	4.0
2421038	4319469	928	18	1	3.0
3394238	3101482	293	103	3	3.0
4465082	4213127	144	52	1	3.0
4004278	1041367	245	37	1	2.0
2189017	702099	870	159	1	3.0
2431202	3575075	25	25	1	4.0
806652	2307923	426	48	1	3.0
1542348	2454840	551	145	1	4.0
2996107	435612	141	99	1	3.0
415624	2921924	12	12	1	4.0
4423559	3172309	1412	77	1	3.0
4288294	1891942	205	61	1	3.0
4645229	4764262	36	18	3	3.0
1161753	1003747	130	40	2	3.0
370764	2316147	103	16	1	3.0
3484376	4088402	225	36	1	3.0
3817361	3461528	73	2	1	3.0
3380947	1344243	367	526	1	4.0
2306134	43852	5153	337	2	3.0
3813195	4417610	188	18	1	3.0
1462795	2181358	28	30	1	3.0
775253	2196652	80	44	3	3.0
2385155	4709341	443	100	2	2.0
3324354	3374996	9	5	1	4.0
3488077	1887961	196	322	1	3.0
1715288	3193217	39	2	1	4.0
667987	2032621	1349	221	2	3.0
3804963	6990	177	185	1	4.0
1074105	2576300	1	3	1	inf
2729421	615203	60	20	1	4.0
299582	3089857	4	1	1	4.0
1289670	2235839	278	48	1	4.0
4845000	209672	60	14	15	3.0
3955493	4518041	35	12	1	4.0
3964688	2554002	50	6	1	3.0
142909	3293235	125	42	4	3.0
3066567	4239516	359	48	1	3.0
1908774	358599	0	1	1	inf
3138290	1452420	508	53	1	3.0
580397	1257430	41	21	1	3.0
1214543	481622	328	217	1	3.0
1688702	429945	154	11	1	3.0
1974261	3223971	138	14	4	3.0
1555850	4499057	89	23	1	3.0
4632823	2774589	1	2	2	inf
3256474	461726	425	64	1	3.0
1012730	1212336	18	1	1	5.0
4599065	3728698	41	2	1	3.0
4833071	2769277	25	151	207	3.0
827544	3249737	68	28	2	3.0
4445377	343190	24	1	1	4.0
288329	1225997	737	69	33	2.0
3613952	781563	88	35	3	3.0
4744878	1041387	1896	68	1	3.0
1806130	3425507	76	15	2	3.0
3418037	1879326	8	57	2	4.0
4288294	4525662	205	61	1	3.0
845108	2040642	60	3	1	4.0
1399525	3979515	90	15	23	3.0
1109662	244883	125	19	2	3.0
320791	3754045	198	39	8	3.0
3896471	3593030	79	20	1	2.0
3315089	2598087	130	8	5	3.0
1504537	1728647	4	2	1	4.0
1575079	1855350	294	69	1	2.0
4579216	3570098	24	5	1	4.0
2159481	2253183	68	4	1	3.0
4677853	2610643	164	112	7	2.0
1978500	3762169	222	53	1	3.0
3951207	1447860	111	4	1	4.0
791866	1763768	243	639	3	3.0
1831911	1468335	217	116	2	3.0
1967515	3901678	30	1	1	inf
1864675	3847030	474	46	6	3.0
3724119	1638025	90	10	1	4.0
913542	2422860	6	29	1	4.0
3726219	383222	130	13	1	3.0
3649667	353062	0	18	1	inf
3936039	4548866	23884	799	1	3.0
3610143	3391340	1057	187	1	3.0
3847193	3931447	78	9	2	4.0
1157225	137923	34	8	1	3.0
2054931	4449928	146	7	1	3.0
3277603	3746204	5	2	1	4.0
2005334	2532749	1073	116	2	3.0
1499272	665433	294	48	1	3.0
1811483	3534603	0	11	1	inf
123958	1261372	47	14	1	3.0
2933830	4603371	83	56	2	3.0
4726840	1960462	69	7	1	3.0
2665660	102168	126	9	1	4.0
289767	1990936	323	43	1	4.0
257087	1468056	127	35	1	3.0
1633782	2169628	91	41	1	4.0
4372962	2204875	771	53	1	3.0
1332666	3443340	270	18	1	3.0
1194896	3508104	27	14	1	3.0
4681640	3515420	19	93	1	4.0
3189082	1331163	225	26	1	4.0
796674	376086	98	32	1	3.0
969775	2831308	37	7	5	4.0
3502696	3943375	1165	147	1	3.0
3356690	1267161	175	160	1	4.0
4784465	1389450	95	172	2	2.0
3646619	2813889	7	1	9	4.0
530260	1534663	208	77	2	3.0
4108882	3564304	0	2	1	inf
2246661	2894415	109	9	9	2.0
3346121	2641048	717	29	1	3.0
1079835	3956260	273	42	1	4.0
2854332	195585	168	21	1	3.0
2197375	420468	1498	441	1	3.0
2047793	4713353	211	10	3	2.0
4107244	3184682	0	19	1	inf
1430810	1570614	280	3	1	5.0
2098014	1734942	223	758	2	3.0
1043321	1643321	47	5	1	4.0
2698749	290441	2511	108	1	3.0
4505539	4155124	2	3	1	inf
2630160	1050564	10	4	1	4.0
2332389	3603314	37	1	1	4.0
4217975	914361	1546	58	3	3.0
3514446	3697862	3233	92	1	3.0
1280267	1643580	154	69	1	3.0
2877012	4471764	620	34	44	2.0
4360960	2819473	110088	1642	1	2.0
4536345	2183214	4	70	10	4.0
4614596	1832618	249	46	1	3.0
4154834	3895518	47	36	1	3.0
1247786	4608854	359	69	2	4.0
3460849	1733953	2518	216	1	3.0
4407691	4201373	9	234	1	4.0
53266	4599339	35	55	1	4.0
133392	2924642	19	413	5	3.0
4102361	7281	457	56	2	3.0
2371003	3035440	154	103	4	3.0
2890130	2297033	308	54	4	3.0
835648	2045808	68	117	1	3.0
1437416	4813982	599	22	1	3.0
341804	3197307	0	11	2	inf
2538609	1900752	49	377	1	4.0
176013	2258565	2	795	1	3.0
494210	3779250	1024	26	2	3.0
1491183	525361	1191	67	1	2.0
2180303	1160213	501	71	1	2.0
384979	3370912	44	16	41	3.0
79199	2736912	34	7	1	3.0
2321093	3850299	298	53	1	3.0
4436755	2676078	82	26	1	3.0
3884781	2402434	41	18	3	4.0
1587561	3092247	2	9	1	4.0
2307763	2563658	94	34	3	3.0
1634050	2566570	6	2	3	4.0
2302636	432567	22	16	1	4.0
845876	2762054	124	15	1	2.0
3837805	1929289	148	75	3	3.0
3277922	4749788	51	6	1	2.0
516170	2155277	223	49	14	3.0
1567691	1756430	2	2	1	4.0
2890380	1769954	255	78	2	3.0
2683954	460379	134	6	4	3.0
3054818	2941673	18	12	1	3.0
2841477	2714178	92	45	1	3.0
927206	1598846	137	33	1	3.0
1525352	1249113	71	2	1	4.0
437628	434829	48	13	5	4.0
2015545	4002385	59	46	1	4.0
1916618	3223250	39	46	1	3.0
4167572	4701850	6924	81	2	3.0
3993412	2717546	306	198	1	3.0
556538	4528449	732	66	1	3.0
2013264	544665	69	4	1	3.0
4836679	2017527	317	446	2	3.0
4519357	133381	485	163	13	3.0
24687	564115	142	15	1	4.0
4709854	1616015	132	4	1	3.0
1138484	4041764	2001	68	2	3.0
3037383	1769490	208	71	1	3.0
2617120	4178265	221	69	1	3.0
2187320	3704941	3143	208	2	3.0
3661174	3925462	499	42	2	3.0
2536935	450853	98	25	1	4.0
2436470	3737683	2248	194	1	2.0
1851549	1341173	0	309	2	inf
2210630	3130252	16	1119	2	4.0
433459	1292575	821	435	1	4.0
179054	1831637	254	26	8	3.0
3661536	1246755	10	2	178	inf
3768919	1962407	216	61	1	3.0
4485769	4543876	1290	116	1	3.0
3720824	4183063	449	129	2	3.0
209767	1421631	137	40	2	4.0
49149	1023686	14	3	1	4.0
535925	1533069	0	16	9	inf
2256020	1559125	2964	161	1	4.0
3837805	3431813	148	75	3	3.0
4230834	4361565	48	20	1	4.0
923817	3296308	88	23	1	4.0
4507127	3045670	1288	47	1	3.0
1563315	1675829	142	23	12	3.0
2603371	3453207	1928	77	4	2.0
3474744	1313136	37	2	1	4.0
4249392	447605	455	56	2	3.0
2385383	380526	527	127	1	2.0
1215268	3917931	657	111	1	4.0
2722648	541598	322	3	2	3.0
3284020	2999714	2181	111	1	2.0
3506683	2679541	1346	125	2	3.0
4710107	1951265	748	65	1	2.0
75239	4840861	27	11	1	3.0
3993632	773166	309	47	1	3.0
4496155	340029	17	3	4	3.0
3458716	873757	0	11	1	inf
4798192	827861	20426	816	3	2.0
455037	933759	973	61	4	2.0
1032663	4105580	1	2	2	5.0
1221711	2760935	67	3	3	3.0
3255990	4534965	583	170	5	3.0
3071504	3213873	3797	80	2	4.0
3942993	742474	32	2	1	4.0
50530	632217	36	327	1	4.0
2452349	1610983	98	51	1	3.0
1675930	355612	62	11	131	3.0
2308819	3569034	5491	141	1	2.0
1656617	4232680	56	18	15	3.0
2334558	1204469	67	37	3	3.0
1549445	4572856	1227	138	12	2.0
545058	3121469	155	71	1	3.0
4375651	4474238	17	24	5	4.0
2608063	2698900	346	58	1	3.0
2843739	2636517	451	69	8	3.0
2861639	2590381	10848	481	1	3.0
4184772	3882231	0	12	5	inf
3929791	4817287	6	3	1	4.0
2894585	4060160	15	1	7	inf
2799798	3497	465	14	3	3.0
3418700	1023121	0	9	1	inf
312363	1564695	138	71	1	4.0
869783	4331929	159	56	2	2.0
2700537	2293427	277	209	1	3.0
3075692	1279228	1182	327	1	3.0
1032721	1808815	1005	20	1	3.0
2218636	3276006	4	9	2	3.0
494150	427424	46	17	15	3.0
1194256	4024049	370	75	1	2.0
1961110	2260246	124	3	1	2.0
3163398	2936008	838	60	1	3.0
1582721	4065804	50	9	1	4.0
1292661	4001516	889	57	1	2.0
361332	1558339	134	59	2	3.0
4088293	1500533	231	81	1	3.0
2492402	2618363	1778	336	1	3.0
514623	2171204	1367	130	11	3.0
1887823	495526	957	63	1	3.0
176986	3130349	29	5	1	4.0
2678722	3094469	76	5	2	4.0
3051068	3453412	96	94	2	3.0
224586	2132052	369	8	1	4.0
165256	1441432	361	121	1	3.0
791450	1896985	165	27	1	3.0
4322182	65946	3535	83	1	3.0
1427566	2017922	166	82	1	3.0
415624	1405543	12	12	2	3.0
1683313	3737313	223	267	1	4.0
275059	1879550	122	33	1	3.0
1185681	4443704	3	1	2	4.0
2487623	3298589	418	87	1	2.0
349360	251015	109	1	1	4.0
3261084	4086788	35	12	1	4.0
3232967	1349596	174	35	1	4.0
4464057	320581	148	11	2	3.0
3126437	360762	98	43	1	3.0
2815411	650851	0	1	1	inf
2462036	2289125	197	75	1	3.0
1312969	4808080	90	7	1	4.0
