Source	Sink	Source_Followings	Source_Followers	Sink_Followers	Real	Common_Followings	Com_Followings_Ratio	Followers_Ratio	Indirect_Followings	Inv_Indirect_Followings
3651761	1653483	132	6	886	0	25	0.1893939393939394	147.66666666666666	33	2
420825	879761	20	20	9	0	0	0.0	0.45	1	0
93638	3304115	202	44	16	0	0	0.0	0.36363636363636365	1	0
1009786	1009786	5	5	5	0	5	1.0	1.0	5	5
737715	4673114	28	80	601	0	0	0.0	7.5125	3	0
86449	553041	139	27	455	0	30	0.2158273381294964	16.85185185185185	8	13
1036867	1982068	209	41	281	0	23	0.11004784688995216	6.853658536585366	14	13
1939510	366638	206	74	153	0	28	0.13592233009708737	2.0675675675675675	22	12
1648309	2507532	125	18	81	0	0	0.0	4.5	2	0
3709024	343833	103	21	624	0	5	0.04854368932038835	29.714285714285715	5	3
3182154	4195098	129	81	17	0	3	0.023255813953488372	0.20987654320987653	2	1
2399146	1156464	253	139	100	0	0	0.0	0.7194244604316546	1	0
2551530	1719614	2250	145	113	0	0	0.0	0.7793103448275862	6	0
1873970	1213563	197	39	222	0	0	0.0	5.6923076923076925	4	0
984091	2672059	2024	285	51	0	0	0.0	0.17894736842105263	4	0
3534637	956312	37	15	65	0	0	0.0	4.333333333333333	1	0
258827	197698	160	15	4	0	0	0.0	0.26666666666666666	1	0
4157321	613442	181	146	103	0	0	0.0	0.7054794520547946	7	0
3864185	3907500	223	74	192	0	1	0.004484304932735426	2.5945945945945947	1	0
712745	742428	47	3	81	0	0	0.0	27.0	0	0
4318843	3036965	7	1	2	0	0	0.0	2.0	1	0
1047243	1047243	5	2	2	0	5	1.0	1.0	2	2
3683411	2517692	89	32	403	0	0	0.0	12.59375	4	0
4315713	630116	212	80	19	0	0	0.0	0.2375	10	0
2151439	1462439	9	3	777	0	1	0.1111111111111111	259.0	1	0
2518731	504704	384	116	31	0	0	0.0	0.2672413793103448	1	0
3655779	2356477	738	61	824	0	0	0.0	13.508196721311476	25	0
2089403	78676	57	25	46	0	7	0.12280701754385964	1.84	7	3
17330	4510379	972	154	3	0	0	0.0	0.01948051948051948	1	0
2093076	791104	107	37	38	0	0	0.0	1.027027027027027	6	0
3955314	2554032	118	70	14	0	0	0.0	0.2	3	0
134178	1196175	106	3	20	0	0	0.0	6.666666666666667	1	0
1523388	2442121	24	4	6	0	0	0.0	1.5	1	0
516411	1877720	42	85	34	0	0	0.0	0.4	0	0
2285664	1890038	50	10	9	0	0	0.0	0.9	1	0
3098296	4400977	98	4	15	0	0	0.0	3.75	0	0
4703284	4439848	11	91	9	0	1	0.09090909090909091	0.0989010989010989	1	2
117040	1356863	504	87	55	0	0	0.0	0.632183908045977	4	0
3176871	151344	24	24	106	0	13	0.5416666666666666	4.416666666666667	16	12
4604933	4693295	3	1	60	0	1	0.3333333333333333	60.0	1	1
1982801	158791	161	101	67	0	0	0.0	0.6633663366336634	2	0
1032663	2852335	1	2	38	0	1	1.0	19.0	1	1
3819387	4603412	171	74	26	0	0	0.0	0.35135135135135137	0	0
2411706	343833	339	95	624	0	23	0.06784660766961652	6.568421052631579	18	15
609200	3925270	8	5	96	0	5	0.625	19.2	4	3
4572441	2310512	47	22	40	0	10	0.2127659574468085	1.8181818181818181	7	5
1158858	112049	146	34	213	0	0	0.0	6.264705882352941	2	0
4547369	1845235	32	12	17	0	0	0.0	1.4166666666666667	1	0
3977994	1169967	4	3	8	0	0	0.0	2.6666666666666665	1	0
4132409	3603318	54	26	5	0	0	0.0	0.19230769230769232	0	0
1951838	2089328	4	2	134	0	0	0.0	67.0	1	0
3379680	1436216	142	489	1068	0	9	0.06338028169014084	2.184049079754601	6	75
2677907	3206499	6	5	1337	0	1	0.16666666666666666	267.4	1	1
2667863	2980665	15	38	23	0	0	0.0	0.6052631578947368	3	1
2379544	4113414	55	22	403	0	8	0.14545454545454545	18.318181818181817	4	6
1497999	2236408	105	60	318	0	0	0.0	5.3	2	0
920030	1997038	3	1	2	0	0	0.0	2.0	1	0
856311	4025003	245	28	20	0	0	0.0	0.7142857142857143	2	0
4838698	3219387	8	5	12	0	1	0.125	2.4	1	2
3569617	142591	3695	160	549	0	16	0.004330175913396482	3.43125	23	15
1491605	2526445	13	3	2	0	0	0.0	0.6666666666666666	1	0
1684368	2095687	129	55	1	0	0	0.0	0.01818181818181818	1	0
3644757	102830	244	21	2	0	0	0.0	0.09523809523809523	1	0
4628096	1878826	5074	219	496	0	0	0.0	2.2648401826484017	49	0
621938	4546662	250	181	202	0	0	0.0	1.1160220994475138	10	0
4686654	1099866	197	284	164	0	0	0.0	0.5774647887323944	2	0
226393	2901076	25	4	631	0	6	0.24	157.75	3	3
1258587	4407691	6	164	234	0	0	0.0	1.4268292682926829	1	0
4159119	2762747	167	173	1	0	0	0.0	0.005780346820809248	0	0
1013126	1730221	32	15	71	0	0	0.0	4.733333333333333	6	0
695775	3941959	40	22	2	0	4	0.1	0.09090909090909091	1	1
2064927	3396499	144	51	125	0	7	0.04861111111111111	2.450980392156863	4	5
4549703	2932519	81	9	530	0	0	0.0	58.888888888888886	2	0
356401	238960	160	85	16	0	0	0.0	0.18823529411764706	6	0
3473048	1943410	250	23	44	0	0	0.0	1.9130434782608696	3	0
4761846	2320517	228	66	371	0	0	0.0	5.621212121212121	1	0
3643227	3013612	80	11	304	0	0	0.0	27.636363636363637	0	0
3218379	4467395	66	27	2084	0	15	0.22727272727272727	77.18518518518519	13	12
3948848	2352946	1	4	4	0	0	0.0	1.0	1	0
418985	496202	43	159	3	0	0	0.0	0.018867924528301886	1	0
4161479	256476	89	23	11	0	0	0.0	0.4782608695652174	1	0
2134565	402638	4	1	225	0	0	0.0	225.0	1	0
3315192	2122839	289	83	244	0	0	0.0	2.9397590361445785	10	0
2858741	3624714	165	34	826	0	4	0.024242424242424242	24.294117647058822	16	0
889255	34372	66	19	349	0	1	0.015151515151515152	18.36842105263158	0	0
4803346	916712	13	59	5	0	0	0.0	0.0847457627118644	2	0
3396048	2434242	156	17	10	0	0	0.0	0.5882352941176471	1	0
2456220	637704	164	99	316	0	0	0.0	3.191919191919192	0	0
4782074	3992517	238	920	13	0	0	0.0	0.014130434782608696	1	0
1078244	3909661	27	3	25	0	0	0.0	8.333333333333334	1	0
135	3612888	85	10	3	0	0	0.0	0.3	1	0
361773	1974388	327	148	3	0	0	0.0	0.02027027027027027	1	0
4120064	67454	6	3	515	0	3	0.5	171.66666666666666	1	3
3015056	1209329	41	2	125	0	5	0.12195121951219512	62.5	1	0
809365	4088833	55	49	13	0	3	0.05454545454545454	0.2653061224489796	4	3
1590850	1164306	504	91	463	0	11	0.021825396825396824	5.087912087912088	22	5
4090729	2451542	135	21	3	0	0	0.0	0.14285714285714285	1	0
1237857	3939627	9	28	3	0	0	0.0	0.10714285714285714	1	0
2289611	1627800	14	147	3035	0	0	0.0	20.64625850340136	1	0
3396738	2046068	253	21	11	0	0	0.0	0.5238095238095238	2	0
2760682	4861673	47	4	3	0	0	0.0	0.75	0	0
4307412	2586920	362	53	3	0	0	0.0	0.05660377358490566	1	0
1976367	3726762	120	42	95	0	1	0.008333333333333333	2.261904761904762	2	0
3718331	605239	119	11	11	0	0	0.0	1.0	2	0
856311	1257219	245	28	33	0	0	0.0	1.1785714285714286	5	0
2554597	2050210	56	29	18	0	0	0.0	0.6206896551724138	4	0
4575690	3548195	113	88	1	0	0	0.0	0.011363636363636364	1	0
111729	2384724	584	134	172	0	0	0.0	1.2835820895522387	3	0
2704156	4656814	368	56	160	0	0	0.0	2.857142857142857	5	0
2490044	2073835	199	36	34	0	0	0.0	0.9444444444444444	12	0
1896069	3844777	1218	96	38	0	0	0.0	0.3958333333333333	13	0
1735388	4188355	33	20	8	0	0	0.0	0.4	1	0
2477589	3870571	72	23	5	0	0	0.0	0.21739130434782608	1	0
59376	2945335	8	4	63	0	0	0.0	15.75	0	0
1809546	1384911	155	40	88	0	0	0.0	2.2	1	0
4132409	2401540	54	26	3	0	0	0.0	0.11538461538461539	1	0
3518167	3876796	85	14	9	0	0	0.0	0.6428571428571429	2	0
4404351	4586549	1195	156	68	0	24	0.0200836820083682	0.4358974358974359	13	12
3011333	3314815	1	21	272	0	1	1.0	12.952380952380953	1	7
2406444	1049014	152	61	2	0	0	0.0	0.03278688524590164	0	0
2617709	558811	44	8	1	0	0	0.0	0.125	1	0
1212646	1309012	224	61	316	0	0	0.0	5.180327868852459	5	0
2272826	2524476	62	46	2	0	0	0.0	0.043478260869565216	1	0
1236887	4111609	705	73	689	0	1	0.0014184397163120568	9.438356164383562	3	0
1798395	3250933	38	3	4	0	0	0.0	1.3333333333333333	1	0
4415745	99810	208	25	34	0	0	0.0	1.36	1	0
3444590	3516555	76	60	218	0	4	0.05263157894736842	3.6333333333333333	5	1
702774	1115829	41	11	31	0	7	0.17073170731707318	2.8181818181818183	4	3
4066662	2471644	386	46	4	0	0	0.0	0.08695652173913043	1	0
4272512	4727287	411	116	5	0	0	0.0	0.04310344827586207	1	0
169440	4642553	232	20	42	0	0	0.0	2.1	1	0
1603868	2073427	42	7	344	0	0	0.0	49.142857142857146	0	0
3597497	3719789	22	19	607	0	0	0.0	31.94736842105263	2	0
1866958	3726762	154	11	95	0	1	0.006493506493506494	8.636363636363637	2	0
627537	2755250	290	47	540	0	0	0.0	11.48936170212766	2	0
404163	1760986	33	12	69	0	0	0.0	5.75	1	0
1182080	1087655	25	9	451	0	2	0.08	50.111111111111114	1	2
2459378	2817554	266	22	4	0	0	0.0	0.18181818181818182	1	0
62301	3119883	262	44	45	0	0	0.0	1.0227272727272727	1	0
744963	817948	992	227	340	0	110	0.11088709677419355	1.497797356828194	70	67
4631961	4848475	214	42	131	0	1	0.004672897196261682	3.119047619047619	3	0
2860911	2015060	134	35	78	0	6	0.04477611940298507	2.2285714285714286	1	0
3662667	3579953	158	90	77	0	37	0.23417721518987342	0.8555555555555555	21	18
663724	2151456	196	25	103	0	0	0.0	4.12	3	0
713575	2854737	219	30	751	0	24	0.1095890410958904	25.033333333333335	26	6
2412131	4126138	1767	119	65	0	0	0.0	0.5462184873949579	14	0
3323724	4428907	1695	113	56	0	0	0.0	0.49557522123893805	10	0
2900246	3959965	250	29	11	0	0	0.0	0.3793103448275862	1	0
2412586	3519021	194	68	22	0	2	0.010309278350515464	0.3235294117647059	1	2
3206707	1199298	57	4	894	0	2	0.03508771929824561	223.5	1	1
1159762	1587553	8	6	23	0	0	0.0	3.8333333333333335	0	0
1175832	265915	110	90	155	0	0	0.0	1.7222222222222223	1	0
312048	3787797	46	109	5	0	0	0.0	0.045871559633027525	1	0
4504242	3741527	746	274	3	0	0	0.0	0.010948905109489052	3	0
2521113	3969599	985	67	110	0	0	0.0	1.6417910447761195	16	0
2185765	4768620	302	41	6	0	0	0.0	0.14634146341463414	1	0
2430520	2383367	491	38	1	0	0	0.0	0.02631578947368421	1	0
4641507	821146	49	6	70	0	4	0.08163265306122448	11.666666666666666	1	0
1667496	2755468	3	25	20	0	0	0.0	0.8	0	8
1371942	1364502	733	172	12	0	0	0.0	0.06976744186046512	3	0
4551487	4225770	165	46	36	0	0	0.0	0.782608695652174	1	0
3896471	4859275	79	20	12	0	0	0.0	0.6	1	0
2229349	4677221	681	57	23	0	0	0.0	0.40350877192982454	5	0
1298431	1912391	36	14	9	0	0	0.0	0.6428571428571429	1	0
2769866	4486081	837	155	49	0	0	0.0	0.3161290322580645	11	0
1241400	2115897	107	21	42	0	1	0.009345794392523364	2.0	1	0
4179058	2154848	21	5	17	0	0	0.0	3.4	1	0
3032189	3385289	17	25	648	0	1	0.058823529411764705	25.92	1	6
3323454	1023020	73	36	170	0	0	0.0	4.722222222222222	1	0
1149497	2514843	333	166	11	0	0	0.0	0.06626506024096386	1	0
1726806	205263	20	24	35	0	6	0.3	1.4583333333333333	5	6
773389	3288386	35	5	3	0	0	0.0	0.6	1	0
1470055	4529021	48	18	133	0	0	0.0	7.388888888888889	4	0
610695	4103612	1	2	932	0	1	1.0	466.0	1	2
2172253	2789551	302	66	8	0	0	0.0	0.12121212121212122	0	0
128346	530119	64	23	46	0	0	0.0	2.0	1	0
2082541	377594	269	180	5	0	0	0.0	0.027777777777777776	2	0
494454	481540	18	4	328	0	0	0.0	82.0	1	0
2899685	1062971	155	66	43	0	1	0.0064516129032258064	0.6515151515151515	1	1
1537245	3589781	215	26	1	0	0	0.0	0.038461538461538464	0	0
508396	3372591	125	29	138	0	0	0.0	4.758620689655173	3	0
3097424	1788713	302	10	10	0	0	0.0	1.0	2	0
2760682	979178	47	4	112	0	2	0.0425531914893617	28.0	3	0
2769866	3755054	837	155	13	0	0	0.0	0.08387096774193549	1	0
4693230	1757658	288	118	100	0	0	0.0	0.847457627118644	1	0
2906985	4520306	147	10	502	0	7	0.047619047619047616	50.2	4	1
1109797	1012907	193	47	17	0	0	0.0	0.3617021276595745	2	0
3980947	1582015	2	90	62	0	1	0.5	0.6888888888888889	1	4
3609682	3770314	34	46	2	0	0	0.0	0.043478260869565216	1	0
463948	2129140	44	12	3	0	0	0.0	0.25	1	0
3364273	2989650	75	40	3	0	0	0.0	0.075	1	0
3646574	2851858	442	239	160	0	0	0.0	0.6694560669456067	4	0
4846045	4793666	189	62	24	0	0	0.0	0.3870967741935484	1	0
3806751	1939510	26	11	74	0	2	0.07692307692307693	6.7272727272727275	1	1
779187	940495	14	3	77	0	0	0.0	25.666666666666668	1	0
2672578	2040063	258	736	1	0	0	0.0	0.001358695652173913	1	0
4496155	4052365	17	3	63	0	0	0.0	21.0	3	0
189144	1037361	26	9	232	0	14	0.5384615384615384	25.77777777777778	3	3
3116788	2586853	182	29	210	0	23	0.12637362637362637	7.241379310344827	27	0
832576	208871	356	127	74	0	0	0.0	0.5826771653543307	18	0
573281	3508437	1990	139	2	0	0	0.0	0.014388489208633094	1	0
590756	1544118	95	73	10	0	0	0.0	0.136986301369863	2	0
13134	2550563	111	45	273	0	1	0.009009009009009009	6.066666666666666	4	0
4010271	3464499	110	23	1	0	0	0.0	0.043478260869565216	1	0
2718464	3639118	60	5	268	0	5	0.08333333333333333	53.6	2	0
1311397	4253140	984	164	43	0	0	0.0	0.2621951219512195	2	0
2436617	2097169	84	63	5	0	0	0.0	0.07936507936507936	4	0
791866	2174070	243	639	2	0	0	0.0	0.003129890453834116	2	0
78676	963272	43	46	2	0	2	0.046511627906976744	0.043478260869565216	1	2
1945775	1136221	223	137	265	0	0	0.0	1.9343065693430657	6	0
3529431	4369541	117	52	14	0	0	0.0	0.2692307692307692	12	0
1201240	641925	1	2	269	0	0	0.0	134.5	1	0
4047135	4717293	3	93	46	0	0	0.0	0.4946236559139785	1	0
2085361	1197036	251	120	17	0	0	0.0	0.14166666666666666	1	0
2508448	1058356	74	7	19	0	1	0.013513513513513514	2.7142857142857144	1	0
3565699	4833278	77	103	9	0	0	0.0	0.08737864077669903	2	0
3885432	3142508	129	64	157	0	0	0.0	2.453125	0	0
1998639	4093235	12	4	11	0	0	0.0	2.75	1	0
4761801	1087655	8	5	451	0	3	0.375	90.2	2	2
285212	2896906	170	204	1193	0	42	0.24705882352941178	5.848039215686274	42	62
176788	4864683	163	10	5	0	0	0.0	0.5	2	0
900442	3042044	309	81	63	0	0	0.0	0.7777777777777778	1	0
3503806	2921545	203	10	4	0	0	0.0	0.4	0	0
2704156	796674	368	56	32	0	4	0.010869565217391304	0.5714285714285714	5	1
2728236	1787532	79	16	5	0	0	0.0	0.3125	1	0
1600502	271364	18	4	1541	0	0	0.0	385.25	1	0
473399	2384069	916	253	10	0	0	0.0	0.039525691699604744	1	0
4717932	1646004	627	40	621	0	1	0.001594896331738437	15.525	2	0
4077365	4395006	301	122	239	0	37	0.12292358803986711	1.959016393442623	9	30
627508	888311	41	9	1	0	0	0.0	0.1111111111111111	1	0
1085716	1225091	441	41	17	0	0	0.0	0.4146341463414634	1	0
36838	4661499	698	20	121	0	26	0.03724928366762178	6.05	14	3
3849956	4268239	65	15	1117	0	0	0.0	74.46666666666667	2	0
4274510	4253538	73	29	1412	0	12	0.1643835616438356	48.689655172413794	9	2
3595335	1870949	44	33	19	0	3	0.06818181818181818	0.5757575757575758	1	3
3690171	1557086	242	410	156	0	3	0.012396694214876033	0.3804878048780488	3	6
213018	1120944	399	290	838	0	0	0.0	2.889655172413793	25	0
3040485	1846625	1	4	344	0	0	0.0	86.0	1	0
1834513	2485489	23	35	90	0	0	0.0	2.5714285714285716	2	0
3019972	4805819	687	168	513	0	0	0.0	3.0535714285714284	12	0
3210032	811313	37	96	3	0	0	0.0	0.03125	0	0
706552	3563650	2	57	1	0	0	0.0	0.017543859649122806	0	0
2452349	2489315	98	51	200	0	47	0.47959183673469385	3.9215686274509802	10	22
4847367	3051068	326	108	94	0	12	0.03680981595092025	0.8703703703703703	14	6
3809766	2536800	76	11	53	0	0	0.0	4.818181818181818	0	0
2831341	1011596	283	100	64	0	0	0.0	0.64	3	0
3593622	4575649	74	24	470	0	2	0.02702702702702703	19.583333333333332	1	2
2460642	4642569	1	2	872	0	1	1.0	436.0	1	1
2529026	2199583	1	4	35	0	0	0.0	8.75	1	0
631204	2791622	1746	126	6	0	0	0.0	0.047619047619047616	1	0
1906365	4135243	312	142	5	0	0	0.0	0.035211267605633804	1	0
1963389	1368448	955	152	52	0	0	0.0	0.34210526315789475	8	0
2958752	1427084	935	78	75	0	0	0.0	0.9615384615384616	4	0
1079266	3751197	673	124	22	0	0	0.0	0.1774193548387097	1	0
4592021	4147310	1376	299	21	0	0	0.0	0.07023411371237458	6	0
2359919	3284952	4	79	4	0	0	0.0	0.05063291139240506	1	0
28556	3796811	73	11	8	0	0	0.0	0.7272727272727273	0	0
4530534	687464	78	97	4	0	0	0.0	0.041237113402061855	1	0
1846344	1941540	78	10	5	0	0	0.0	0.5	0	0
3790197	1629448	23	2	30	0	0	0.0	15.0	0	0
4026913	2943265	416	118	36	0	0	0.0	0.3050847457627119	2	0
544337	2048091	1987	35	17	0	0	0.0	0.4857142857142857	2	0
4740236	3872816	53	40	160	0	5	0.09433962264150944	4.0	2	2
3768176	1657815	1980	167	38	0	0	0.0	0.2275449101796407	6	0
4523384	3739249	2	1	180	0	0	0.0	180.0	0	0
1927143	583998	61	12	380	0	0	0.0	31.666666666666668	2	0
202677	1997961	126	48	201	0	0	0.0	4.1875	6	0
3584617	1451680	469	88	55	0	0	0.0	0.625	5	0
2853821	2094402	45	3	189	0	0	0.0	63.0	1	0
3034383	533097	235	13	70	0	6	0.02553191489361702	5.384615384615385	4	1
3625953	2912155	14	5	4	0	1	0.07142857142857142	0.8	1	2
4072177	2371421	24	17	27	0	12	0.5	1.588235294117647	13	13
2642496	1495521	450	66	7	0	0	0.0	0.10606060606060606	0	0
4355448	2612638	10	5	125	0	0	0.0	25.0	0	0
2464827	1620797	47	33	14	0	0	0.0	0.42424242424242425	1	0
1064952	1093919	100	32	350	0	0	0.0	10.9375	2	0
3000214	1607357	58	41	165	0	0	0.0	4.024390243902439	1	0
2022600	2252631	69	22	72	0	0	0.0	3.272727272727273	4	0
1569537	2999466	350	24	6	0	0	0.0	0.25	1	0
2002316	4214338	108	23	131	0	3	0.027777777777777776	5.695652173913044	2	1
3277610	2161326	387	82	23	0	0	0.0	0.2804878048780488	5	0
4163	863643	93	43	517	0	38	0.40860215053763443	12.023255813953488	15	19
2121745	3802927	52	12	20	0	0	0.0	1.6666666666666667	1	0
1178789	4344181	103	21	26	0	0	0.0	1.2380952380952381	1	0
2810122	4367657	78	37	7	0	0	0.0	0.1891891891891892	1	0
503564	1793477	86	43	21	0	22	0.2558139534883721	0.4883720930232558	20	21
2329255	3265734	302	47	13	0	0	0.0	0.2765957446808511	6	0
4113414	3348214	3521	403	3	0	0	0.0	0.007444168734491315	2	0
2666799	4572455	40	7	22	0	0	0.0	3.142857142857143	1	0
4464777	4782631	1410	178	10	0	0	0.0	0.056179775280898875	4	0
3837805	1391829	148	75	66	0	0	0.0	0.88	5	0
3614134	569020	38	79	89	0	9	0.23684210526315788	1.1265822784810127	5	12
3140307	42681	94	11	9	0	0	0.0	0.8181818181818182	3	0
4165517	133441	127	44	17	0	0	0.0	0.38636363636363635	5	0
1211495	700366	88	3	38	0	0	0.0	12.666666666666666	1	0
2659408	3663249	96	16	117	0	0	0.0	7.3125	4	0
3724199	1153197	34	5	142	0	0	0.0	28.4	1	0
2250016	1365259	26	37	20	0	0	0.0	0.5405405405405406	3	0
4492648	492647	15	1	14	0	0	0.0	14.0	0	0
2240135	1127544	6	3	67	0	5	0.8333333333333334	22.333333333333332	2	2
2218636	2703286	4	9	8	0	0	0.0	0.8888888888888888	1	0
1148590	3383275	163	37	38	0	0	0.0	1.027027027027027	0	0
3072042	359110	8	50	283	0	0	0.0	5.66	0	0
3580918	2011466	17	45	8	0	0	0.0	0.17777777777777778	1	0
2767017	3419434	35	8	14	0	0	0.0	1.75	1	0
1327493	729600	48	4	128	0	7	0.14583333333333334	32.0	3	2
2009779	2819118	1226	102	25	0	0	0.0	0.24509803921568626	3	0
2140259	564072	756	40	13	0	0	0.0	0.325	1	0
2254986	1224302	130	84	107	0	0	0.0	1.2738095238095237	1	0
357987	2884562	1	1	10	0	0	0.0	10.0	1	0
770640	1156201	132	5	38	0	0	0.0	7.6	1	0
4625974	4380766	41	58	114	0	3	0.07317073170731707	1.9655172413793103	11	4
4080293	3765849	86	11	2	0	0	0.0	0.18181818181818182	1	0
1162686	1460460	59	6	1	0	0	0.0	0.16666666666666666	1	0
395862	4308953	28	6	8	0	0	0.0	1.3333333333333333	0	0
4809559	236249	3171	297	14	0	0	0.0	0.04713804713804714	4	0
2044050	4097734	225	67	389	0	3	0.013333333333333334	5.8059701492537314	2	1
2685102	3977715	13	8	32	0	0	0.0	4.0	2	0
4075641	1825471	25	103	131	0	0	0.0	1.2718446601941749	1	0
3583148	1411138	6	1	47	0	2	0.3333333333333333	47.0	1	1
4467487	1733257	39	261	5	0	0	0.0	0.019157088122605363	2	0
4655109	1943495	125	8	956	0	4	0.032	119.5	9	0
3003447	2268964	172	85	6	0	0	0.0	0.07058823529411765	0	0
3595335	2696789	44	33	3	0	0	0.0	0.09090909090909091	1	0
195401	3248861	286	65	1	0	0	0.0	0.015384615384615385	1	0
3473048	3687165	250	23	175	0	8	0.032	7.608695652173913	12	3
3227523	4174183	31	6	28	0	0	0.0	4.666666666666667	2	0
3560055	3119282	251	21	7	0	0	0.0	0.3333333333333333	1	0
2525372	3941862	95	33	11	0	0	0.0	0.3333333333333333	1	0
4721887	4253432	17	2	121	0	1	0.058823529411764705	60.5	1	1
4721293	619826	158	27	6	0	0	0.0	0.2222222222222222	1	0
850193	4232568	384	252	275	0	0	0.0	1.0912698412698412	6	0
3349332	459268	58	64	197	0	0	0.0	3.078125	0	0
4160676	1292735	309	357	47	0	2	0.006472491909385114	0.13165266106442577	1	4
4721102	4750858	600	80	118	0	0	0.0	1.475	14	0
2348035	2088360	199	54	114	0	0	0.0	2.111111111111111	3	0
945054	293274	84	5	1272	0	0	0.0	254.4	5	0
3907095	2066206	125	11	105	0	1	0.008	9.545454545454545	2	1
2795117	4423184	113	27	384	0	2	0.017699115044247787	14.222222222222221	2	0
4743856	381554	23	19	1	0	0	0.0	0.05263157894736842	1	0
4510737	1273320	214	46	61	0	10	0.04672897196261682	1.326086956521739	3	6
61483	4669914	167	46	32	0	0	0.0	0.6956521739130435	2	0
2890758	1533225	159	76	780	0	2	0.012578616352201259	10.263157894736842	7	0
4362986	4841344	221	53	22	0	0	0.0	0.41509433962264153	5	0
1696227	3835618	15	5	694	0	3	0.2	138.8	1	0
668438	513101	30	3	5	0	0	0.0	1.6666666666666667	1	0
2477910	2346926	18	5	54	0	0	0.0	10.8	0	0
2711296	1054871	119	15	59	0	13	0.1092436974789916	3.933333333333333	8	7
730724	1287787	22	8	17	0	0	0.0	2.125	1	0
2990531	3588306	44	12	7	0	0	0.0	0.5833333333333334	1	0
1067090	2694540	2	2	44	0	0	0.0	22.0	1	0
3964867	2121501	37	15	26	0	0	0.0	1.7333333333333334	1	0
3624714	3394675	73	826	9	0	0	0.0	0.010895883777239709	0	0
811299	41549	25	27	5	0	0	0.0	0.18518518518518517	2	0
3040485	2905330	1	4	11	0	0	0.0	2.75	1	0
136497	4598793	57	23	97	0	0	0.0	4.217391304347826	1	0
3701452	3304642	1269	88	2	0	0	0.0	0.022727272727272728	1	0
4658764	4322741	380	223	12	0	0	0.0	0.053811659192825115	1	0
305389	3023881	92	28	1035	0	9	0.09782608695652174	36.964285714285715	7	4
2088561	4414335	908	20	12	0	0	0.0	0.6	0	0
321664	4737915	67	3	173	0	4	0.05970149253731343	57.666666666666664	8	0
132276	3996125	95	13	177	0	0	0.0	13.615384615384615	2	0
4107348	4107348	59	41	41	0	59	1.0	1.0	16	16
3950811	3111500	173	13	64	0	0	0.0	4.923076923076923	3	0
1099203	1668366	313	74	212	0	0	0.0	2.864864864864865	1	0
4277687	564532	29	4	3	0	0	0.0	0.75	1	0
3506612	4854044	1034	119	2	0	0	0.0	0.01680672268907563	1	0
437160	3447391	585	42	219	0	0	0.0	5.214285714285714	18	0
2021878	3575966	8	5	221	0	7	0.875	44.2	8	4
3422787	2358616	296	93	17	0	0	0.0	0.1827956989247312	1	0
3147339	4744892	240	195	340	0	25	0.10416666666666667	1.7435897435897436	32	23
4784726	3444528	319	116	1	0	0	0.0	0.008620689655172414	1	0
4792546	1054644	178	27	2	0	0	0.0	0.07407407407407407	2	0
3837805	1863467	148	75	80	0	9	0.060810810810810814	1.0666666666666667	11	7
993256	516562	3	2	70	0	2	0.6666666666666666	35.0	2	2
1974409	608829	298	686	250	0	0	0.0	0.36443148688046645	4	0
663014	3562621	3	1	76	0	3	1.0	76.0	3	1
288321	1327376	125	20	1291	0	6	0.048	64.55	4	4
471686	4190194	174	15	22	0	0	0.0	1.4666666666666666	1	0
2973692	4184618	442	144	4	0	0	0.0	0.027777777777777776	1	0
2800046	3353634	18	4	69	0	0	0.0	17.25	1	0
4612316	901681	84	9	3	0	0	0.0	0.3333333333333333	1	0
2948424	2289611	13	11	147	0	5	0.38461538461538464	13.363636363636363	7	2
4308011	4216930	203	144	21	0	0	0.0	0.14583333333333334	5	0
3663048	2288286	1959	155	158	0	0	0.0	1.0193548387096774	21	0
189368	2771456	155	219	27	0	8	0.05161290322580645	0.1232876712328767	2	4
1986843	1747884	267	166	263	0	3	0.011235955056179775	1.5843373493975903	8	0
3206080	2924695	45	4	4	0	0	0.0	1.0	1	0
2336097	1184190	8	33	87	0	0	0.0	2.6363636363636362	1	0
1513140	778387	22	12	14	0	5	0.22727272727272727	1.1666666666666667	4	4
2419040	4862591	11	3	56	0	0	0.0	18.666666666666668	1	0
709709	4161664	1358	166	72	0	0	0.0	0.43373493975903615	2	0
3894171	834954	144	7	163	0	3	0.020833333333333332	23.285714285714285	4	1
855414	4606525	1268	68	39	0	0	0.0	0.5735294117647058	8	0
1927143	1500090	61	12	88	0	12	0.19672131147540983	7.333333333333333	4	5
4388399	3624714	123	69	826	0	4	0.032520325203252036	11.971014492753623	3	0
1595863	2749963	8	99	11	0	1	0.125	0.1111111111111111	1	1
1906540	1600900	37	1	282	0	7	0.1891891891891892	282.0	4	1
4092605	2257511	62	15	7	0	0	0.0	0.4666666666666667	2	0
402165	698430	51	39	99	0	1	0.0196078431372549	2.5384615384615383	3	0
4321895	3576383	91	515	4	0	0	0.0	0.007766990291262136	1	0
3031240	1061442	200	22	36	0	5	0.025	1.6363636363636365	6	0
133821	1339273	58	1294	2	0	0	0.0	0.0015455950540958269	1	0
3906263	4208653	130	48	1820	0	32	0.24615384615384617	37.916666666666664	18	23
3142153	4676536	393	145	269	0	29	0.0737913486005089	1.8551724137931034	13	15
1824063	4710604	399	3	664	0	0	0.0	221.33333333333334	3	0
